category,question,option_a,option_b,option_c,correct,explanation
安全題,依職業安全衛生法，何謂「製程安全管理」(PSM)的適用對象？,勞工人數超過一百人以上的所有高風險事業單位,所有製造業廠商的實驗室與研發單位,從事危險性化學品製造、處置或使用的特定製程,C,"製程安全管理（PSM, Process Safety Management）依職業安全衛生法及危險性工作場所審查暨檢查辦法，適用對象為從事危險性化學品製造、處置或使用達規定數量的特定製程。PSM包含14項要素：製程安全資訊、製程危害分析、操作程序、教育訓練、承攬管理、開車前安全審查、機械完整性、動火許可、變更管理、事故調查、緊急應變、符合性稽核、商業機密、員工參與。"
安全題,當企業將部分作業承攬給外部廠商時，對於承攬商的安全衛生管理，原事業單位應負何種責任？,可指派一名承攬商為代表，全權負責所有安全管理,負有告知、協調及走動管理等共同作業的管理責任,主要責任為事故發生後，與承攬商共同負擔賠償,B,依職業安全衛生法第26、27條，原事業單位對承攬商應負告知、協調及走動管理等共同作業管理責任。應告知作業環境危害因子、設置協議組織協調安全衛生事項、進行走動管理確認承攬商遵守安全規定。原事業單位不能完全卸責給承攬商，需善盡監督管理之責，共同維護作業場所安全。
安全題,"何謂「變更管理」(Management of Change, MOC)？",針對製程、技術、設備、程序或人員的任何變更，進行系統性的風險評估與控制程序,在變更完成後，向管理階層提交一份完整的變更效益報告,主要目的是加速變更流程，以提升生產效率與彈性,A,"變更管理（MOC, Management of Change）指針對製程、技術、設備、程序或人員的任何變更，進行系統性的風險評估與控制程序。變更可能帶來新危害，MOC確保變更前充分評估風險、制定控制措施、取得核准、通知相關人員、更新文件。暫時性變更及永久性變更都需納入管理，預防因變更導致事故。"
安全題,在進行吊掛作業時，吊索之間的夾角(內角)越大，吊索所承受的張力會如何變化？,張力變小,張力不變,張力變大,C,吊掛作業時，吊索之間的夾角（內角）越大，吊索所承受的張力越大。力學原理：每條吊索張力 = 荷重 ÷ (2 × cosθ)，θ為吊索與垂直線的夾角。內角60度時張力約為荷重的58%，內角90度時約71%，內角120度時等於荷重，內角150度時達荷重2倍。安全吊掛應保持內角小於120度。
安全題,依職業安全衛生設施規則，對於高度2公尺以上之屋頂作業，應優先採用何種墜落預防措施？,設置適當強度之安全網,設置護欄、護蓋等設備,使勞工使用安全帶及安全母索,B,依職業安全衛生設施規則第224條，高度2公尺以上屋頂作業，應優先設置護欄、護蓋或安全網等墜落預防設施。此為「預防墜落」措施，優於「制止墜落」（安全帶）。墜落防護層級順序：(1)消除危害、(2)護欄護蓋、(3)安全網、(4)安全帶。優先採工程控制，保護所有勞工。
安全題,在爆炸危險場所，電氣設備應採用防爆構造，其標示中『Ex d』代表何種防爆類型？,耐壓防爆型,本質安全型,油浸防爆型,A,在爆炸危險場所，電氣設備防爆標示「Ex d」代表「耐壓防爆型」（Flameproof或Explosion-proof）。耐壓防爆型設備外殼能承受內部可燃氣體爆炸壓力，並防止火焰或高溫氣體逸出引燃外部爆炸性氣體。其他防爆型式包括：本質安全型（Ex i）、增加安全型（Ex e）、正壓防爆型（Ex p）等。
安全題,依『危害性化學品標示及通識規則』，化學品供應商應提供給下游使用者的重要危害溝通文件為何？,產品說明書,危害標示警告標籤,安全資料表(SDS),C,依《危害性化學品標示及通識規則》，化學品供應商應提供給下游使用者的兩大主要危害溝通文件為「危害標示(Label)」與「安全資料表(SDS)」。其中，安全資料表(SDS)提供了化學品詳細的物理、化學、毒性、應變處理及法規等16大項資訊，是危害溝通的核心文件。
安全題,企業設置緊急應變組織(ERT)的主要目的為何？,培訓專業救災人員並定期實施演練以提升災害應變處理之能力,在災害發生初期，能立即採取應變措施以控制災情、減少損失,主要目的為符合法規要求，並向主管機關提交應變報告,B,企業設置緊急應變組織(ERT)的主要目的，是在火災、化學品洩漏、地震等緊急事故發生時，能於第一時間啟動應變機制，由受過訓練的成員執行通報、滅火、疏散、急救等任務，以「控制災害、減少損失」，並確保人員安全。
安全題,申請「動火作業許可」的主要目的為何？,確保在具有火災爆炸風險的區域進行動火作業前，已完成所有必要的安全措施,記錄動火作業的執行時間地點及作業人員以便建立完整的追蹤管理機制,提升作業人員的專業技能與經驗，以確保工作品質,A,「動火作業許可」是一種工作許可制度，目的是為了確保在石化區、儲槽區等具有火災、爆炸風險的場所進行焊接、切割、研磨等會產生火源的「動火作業」前，已完成所有必要的安全檢查與防護措施（如氣體偵測、易燃物移除、消防設備備便等），經審核批准後才可施工。
安全題,在安全管理中，何謂「金字塔理論」(Heinrich's Triangle)？,其提出的事故比例適用於所有行業與工作性質,事故發生主要歸因於勞工的不安全行為,主張嚴重傷害、輕微傷害與虛驚事件之間存在一定的比例關係,C,金字塔理論(或稱海因里希法則)主張，一件重傷害事故的背後，平均約有29件輕傷害事故及300件無傷害的虛驚事件(Near Miss)。此理論強調，若能有效預防底層大量的虛驚事件與不安全行為，即可大幅降低頂層重傷害事故的發生機率。
安全題,依職業安全衛生法，對於新化學物質的製造或輸入，業者應向哪個單位申請登錄？,經濟部工業局,勞動部職業安全衛生署,行政院環境保護署,B,依職業安全衛生法第13條及新化學物質登記管理辦法，製造或輸入新化學物質者，應於製造或輸入前向勞動部職業安全衛生署申請登錄。登錄分為簡易登錄（年製造輸入量小於100公斤）、標準登錄（100公斤以上1公噸以下）及完整登錄（1公噸以上），需提交化學物質基本資料、危害資料、暴露資料等。
安全題,"何謂「連鎖」(Lockout/Tagout, LOTO)程序？",在維修或保養機器時，將其動力源隔離並上鎖掛牌，以防止意外啟動,主要用於防止設備在例行性檢查時被誤觸啟動,只要口頭確認設備已關閉，即可進行維修作業,A,"連鎖程序（Lockout/Tagout, LOTO）依職業安全衛生設施規則，指在維修保養機械設備時，將動力源（電力、氣壓、液壓、熱能）隔離並上鎖掛牌，防止他人誤操作導致意外啟動。LOTO步驟：(1)通知、(2)關機、(3)隔離能源、(4)上鎖掛牌、(5)確認零能量、(6)作業完成後拆鎖。保障維修人員安全。"
安全題,在堆高機操作安全中，當載有貨物下坡時，應採取何種駕駛方式？,前進下坡,空檔滑行,倒退下坡,C,堆高機載貨下坡時，為防止貨物因慣性前傾滑落，造成車輛不穩或翻覆，應採取「倒退行駛」的方式下坡。上坡時則應前進行駛。空車時則與載貨時相反，應以前進方式下坡，倒退方式上坡。
安全題,依據危害辨識與風險評估技術指引，風險控制的優先順序(控制層級)為何？,個人防護具 > 行政管理 > 工程控制 > 取代 > 消除,消除 > 取代 > 工程控制 > 行政管理 > 個人防護具,取代 > 消除 > 行政管理 > 工程控制 > 個人防護具,B,風險控制應依循層級式控制(Hierarchy of Controls)的優先順序，最有效到最無效依序為：(1)消除(Elimination)、(2)取代(Substitution)、(3)工程控制(Engineering Controls)、(4)行政管理(Administrative Controls)、(5)個人防護具(Personal Protective Equipment)。應優先從源頭消除或取代危害，而非依賴最後一道防線的個人防護具。
安全題,在承攬商安全管理中，原事業單位對承攬商的「安全衛生協議組織」應多久召開一次會議？,每月至少一次,每年至少一次,每季至少一次,A,依職業安全衛生法第27條，原事業單位與承攬人共同作業時，應設置「協議組織」，並「定期或不定期」召開會議，協商安全衛生管理事項。法規未強制規定每月一次，但實務上建議高風險作業應至少每月召開一次。
安全題,高架作業時，若無法設置護欄或安全網，勞工應佩戴何種個人防護具？,安全帽及反光背心,防滑鞋及工作手套,安全帶及安全母索,C,在高架作業時，若無法設置護欄、護蓋或安全網等工程控制設施，應使勞工確實使用「安全帶」及安全母索」，並將其鉤掛於堅固的錨錠點，作為防止墜落的個人防護具。這是最後一道防線。
